first_order_value,orders_first_90_days,subscription_status,referral_count,segment
115.73,3,One-Time,2,Standard
91.89,1,One-Time,2,Standard
128.45,10,Subscriber,5,Premium
67.1,7,Subscriber,4,Premium
86.52,4,Subscriber,3,Premium
27.33,9,One-Time,3,Standard
104.58,1,Subscriber,3,Premium
101.03,4,Subscriber,0,Premium
40.53,8,Subscriber,1,Premium
72.95,11,One-Time,3,Premium
80.32,4,One-Time,4,Premium
70.89,11,Subscriber,0,Premium
116.55,3,Subscriber,1,Premium
123.18,7,One-Time,3,Premium
24.76,6,Subscriber,2,Standard
124.52,10,Subscriber,5,Premium
35.73,3,Subscriber,4,Standard
62.01,3,Subscriber,3,Premium
111.88,3,Subscriber,5,Premium
142.71,7,Subscriber,3,Premium
123.31,4,Subscriber,2,Premium
16.54,10,Subscriber,5,Standard
84.58,9,Subscriber,0,Premium
82.91,1,Subscriber,3,Premium
96.98,3,One-Time,3,Standard
123.88,4,One-Time,5,Premium
42.98,9,One-Time,1,Standard
127.9,3,One-Time,0,Standard
79.64,9,One-Time,3,Premium
136.91,3,Subscriber,5,Premium
140.01,3,Subscriber,0,Standard
98.6,4,Subscriber,0,Premium
109.01,4,One-Time,5,Premium
116.13,3,One-Time,4,Standard
50.18,4,Subscriber,0,Premium
124.99,7,Subscriber,1,Premium
97.13,2,One-Time,5,Standard
143.54,4,Subscriber,0,Premium
84.17,10,One-Time,1,Premium
35.3,4,One-Time,3,Standard
105.4,4,Subscriber,4,Premium
100.78,11,Subscriber,1,Premium
17.23,10,Subscriber,4,Premium
86.75,9,One-Time,4,Premium
77.05,9,One-Time,1,Standard
67.17,8,Subscriber,0,Premium
86.62,10,One-Time,3,Premium
53.2,10,One-Time,0,Standard
146.21,10,Subscriber,3,Premium
103.06,9,One-Time,5,Premium
71.68,7,One-Time,4,Premium
132.09,6,Subscriber,1,Premium
141.74,10,Subscriber,3,Premium
31.06,1,One-Time,5,Standard
110.01,11,One-Time,2,Premium
99.48,7,Subscriber,4,Premium
102.73,9,Subscriber,4,Premium
137.63,1,Subscriber,2,Premium
124.84,9,One-Time,3,Premium
25.49,6,One-Time,4,Standard
98.2,2,Subscriber,5,Premium
78.43,1,One-Time,4,Standard
47.46,3,Subscriber,1,Standard
36.06,8,One-Time,1,Standard
30.33,11,Subscriber,5,Premium
146.62,5,One-Time,5,Premium
37.19,11,Subscriber,1,Standard
79.57,9,Subscriber,5,Premium
134.93,6,Subscriber,4,Premium
88.8,4,Subscriber,5,Premium
63.23,9,Subscriber,5,Premium
109.89,11,Subscriber,4,Premium
27.95,1,One-Time,5,Budget
52.51,10,Subscriber,5,Premium
67.97,6,One-Time,1,Standard
97.96,6,Subscriber,1,Premium
104.8,1,Subscriber,3,Premium
68.8,6,Subscriber,5,Premium
82.3,8,One-Time,1,Premium
124.44,10,One-Time,2,Premium
104.31,2,Subscriber,3,Premium
135.45,1,Subscriber,5,Premium
38.83,7,One-Time,0,Standard
22.38,1,Subscriber,1,Budget
122.03,5,Subscriber,1,Premium
105.68,11,Subscriber,3,Premium
112.74,11,One-Time,5,Premium
87.06,7,Subscriber,3,Premium
62.81,4,One-Time,1,Standard
137.84,11,Subscriber,1,Premium
118.34,10,Subscriber,2,Premium
50.33,10,Subscriber,5,Premium
142.47,7,One-Time,3,Premium
40.61,7,One-Time,0,Standard
75.36,8,Subscriber,4,Premium
76.2,9,Subscriber,4,Premium
108.87,6,Subscriber,5,Premium
133.34,9,One-Time,1,Premium
104.93,5,One-Time,2,Standard
120.93,9,One-Time,1,Premium
58.34,2,Subscriber,3,Premium
30.49,5,One-Time,4,Standard
80.76,9,Subscriber,0,Premium
70.14,4,One-Time,1,Standard
72.55,11,One-Time,2,Premium
17.15,2,Subscriber,5,Standard
107.6,9,One-Time,3,Premium
91.24,3,One-Time,3,Standard
75.29,3,One-Time,0,Budget
130.94,1,One-Time,4,Standard
83.34,1,One-Time,0,Standard
62.29,7,One-Time,4,Premium
149.15,5,One-Time,5,Premium
109.86,11,One-Time,2,Premium
35.52,8,Subscriber,4,Premium
43.18,1,Subscriber,1,Budget
145.81,7,Subscriber,4,Premium
98.86,11,One-Time,4,Premium
148.46,5,One-Time,2,Standard
25.31,8,Subscriber,4,Premium
135.91,2,Subscriber,4,Premium
131.56,11,One-Time,2,Premium
51.78,2,One-Time,4,Standard
69.13,2,One-Time,2,Standard
114.03,3,Subscriber,1,Standard
116.54,9,One-Time,2,Premium
89.8,1,One-Time,4,Standard
121.59,6,Subscriber,3,Premium
102.3,11,Subscriber,0,Premium
126.95,9,Subscriber,0,Premium
147.48,9,One-Time,4,Premium
105.63,11,One-Time,4,Premium
23.57,3,One-Time,5,Budget
46.54,5,One-Time,4,Standard
133.44,7,Subscriber,5,Premium
116.24,11,Subscriber,2,Premium
16.25,9,One-Time,3,Standard
118.35,6,One-Time,5,Premium
124.36,8,One-Time,1,Premium
67.77,6,Subscriber,5,Premium
71.3,9,Subscriber,3,Premium
66.94,6,One-Time,3,Standard
115.52,9,Subscriber,3,Premium
57.85,8,One-Time,1,Standard
115.6,6,Subscriber,1,Premium
36,10,Subscriber,3,Premium
51.89,6,Subscriber,3,Premium
47.96,5,Subscriber,2,Standard
52.88,11,Subscriber,5,Premium
15.46,3,Subscriber,4,Standard
116.85,6,Subscriber,3,Premium
140.41,8,Subscriber,5,Premium
86.47,4,Subscriber,4,Premium
50.38,7,One-Time,4,Premium
142.5,7,One-Time,0,Standard
125.76,3,Subscriber,3,Premium
134.91,8,Subscriber,2,Premium
119.73,4,One-Time,4,Premium
91.19,3,Subscriber,3,Premium
138.98,11,Subscriber,0,Premium
72.87,6,Subscriber,4,Premium
31.25,11,Subscriber,3,Premium
115.23,5,One-Time,1,Standard
129.49,1,One-Time,4,Standard
146.85,11,Subscriber,5,Premium
109.56,7,One-Time,1,Premium
137.99,8,Subscriber,0,Premium
70.83,4,One-Time,1,Standard
123.35,2,Subscriber,3,Premium
30.48,8,One-Time,3,Premium
132.62,4,One-Time,0,Standard
77.88,5,Subscriber,0,Standard
88.47,11,One-Time,2,Premium
20.9,4,Subscriber,0,Standard
88.85,5,Subscriber,4,Premium
131.5,11,Subscriber,5,Premium
19.53,9,Subscriber,2,Standard
94.6,11,Subscriber,4,Premium
16.44,10,One-Time,4,Standard
125.22,4,One-Time,2,Standard
123.42,3,One-Time,5,Standard
77.1,11,One-Time,5,Premium
87.19,11,One-Time,3,Premium
116.32,6,Subscriber,1,Premium
25.03,4,One-Time,1,Budget
106.31,10,One-Time,2,Premium
94.33,4,Subscriber,4,Premium
126.01,1,One-Time,1,Standard
96.72,1,Subscriber,0,Standard
25.68,4,One-Time,1,Budget
56.78,11,Subscriber,4,Premium
86,5,Subscriber,1,Premium
91.91,5,Subscriber,3,Premium
38.96,10,One-Time,0,Standard
110.05,11,Subscriber,2,Premium
16.31,2,One-Time,0,Budget
67.39,1,Subscriber,4,Standard
104.33,11,Subscriber,4,Premium
68.79,7,Subscriber,3,Premium
39.8,7,One-Time,0,Standard
45.72,6,One-Time,4,Standard
67.59,9,One-Time,4,Premium
64.19,8,Subscriber,4,Premium
87.25,3,One-Time,2,Standard
40.15,6,One-Time,5,Standard
34.52,7,One-Time,1,Standard
71.15,7,One-Time,5,Premium
135.43,3,One-Time,5,Premium
135.57,1,One-Time,4,Standard
107.4,2,One-Time,2,Standard
148.98,11,Subscriber,4,Premium
107.39,6,One-Time,2,Premium
118.91,3,One-Time,5,Premium
118.8,1,One-Time,2,Standard
60.59,8,One-Time,4,Premium
34.44,11,Subscriber,0,Standard
21.92,1,Subscriber,3,Standard
82.28,6,One-Time,0,Standard
66.6,3,Subscriber,0,Standard
110.93,4,One-Time,1,Premium
96.76,7,Subscriber,5,Premium
58.19,2,Subscriber,1,Standard
108.45,4,One-Time,5,Premium
108.02,11,Subscriber,0,Premium
48.62,2,Subscriber,5,Standard
25.67,8,One-Time,5,Standard
130.34,5,One-Time,0,Standard
77.92,1,Subscriber,0,Standard
68.74,3,One-Time,2,Standard
18.52,6,Subscriber,1,Standard
119.72,1,One-Time,1,Standard
72.84,2,Subscriber,0,Standard
106.27,4,Subscriber,3,Premium
58.81,6,One-Time,0,Standard
107.46,8,Subscriber,3,Premium
147.9,7,Subscriber,5,Premium
98.34,7,Subscriber,4,Premium
123.9,10,One-Time,2,Premium
56.4,9,Subscriber,5,Premium
21.37,11,Subscriber,2,Standard
89.19,10,Subscriber,0,Premium
27.22,11,One-Time,3,Standard
132.14,1,Subscriber,0,Standard
29.61,11,One-Time,3,Standard
81.5,9,Subscriber,3,Premium
137.68,6,Subscriber,4,Premium
22.38,6,One-Time,1,Budget
122.72,6,Subscriber,1,Premium
128.14,10,Subscriber,3,Premium
45.11,6,Subscriber,1,Standard
30.85,4,Subscriber,2,Standard
114.66,7,One-Time,0,Premium
98.1,9,Subscriber,5,Premium
65.67,6,One-Time,4,Premium
95.39,7,Subscriber,4,Premium
99.56,8,One-Time,5,Premium
73.56,5,One-Time,5,Standard
116.33,1,Subscriber,1,Standard
42.59,11,Subscriber,3,Premium
22.37,7,Subscriber,5,Premium
115.28,6,Subscriber,2,Premium
89.82,10,One-Time,1,Premium
20.33,1,One-Time,2,Budget
47.9,10,Subscriber,2,Premium
64.33,4,One-Time,0,Standard
98.74,4,One-Time,2,Standard
149.68,6,One-Time,3,Premium
140.63,11,One-Time,5,Premium
135.04,3,Subscriber,4,Premium
38.5,4,One-Time,2,Budget
43.85,5,One-Time,0,Standard
77.71,9,Subscriber,4,Premium
51.45,11,Subscriber,5,Premium
84.53,5,Subscriber,2,Premium
48.85,4,Subscriber,2,Standard
31.61,3,Subscriber,2,Standard
55.6,4,Subscriber,2,Premium
97.68,9,One-Time,4,Premium
38.53,8,One-Time,2,Standard
137.16,11,Subscriber,1,Premium
115.38,4,One-Time,0,Standard
140.07,11,Subscriber,5,Premium
44.65,9,One-Time,1,Standard
139.35,6,One-Time,0,Standard
112.71,10,Subscriber,4,Premium
90.19,6,Subscriber,4,Premium
40.55,3,One-Time,2,Budget
17.03,9,Subscriber,4,Standard
98.05,7,One-Time,5,Premium
71.49,10,One-Time,0,Standard
71.15,1,Subscriber,2,Standard
136.2,11,One-Time,0,Standard
76.16,11,Subscriber,4,Premium
17.42,1,Subscriber,3,Standard
37.29,2,Subscriber,5,Standard
37.6,3,Subscriber,2,Standard
107.88,11,One-Time,0,Premium
30.79,3,Subscriber,0,Standard
19.92,11,Subscriber,2,Standard
105.27,2,One-Time,2,Standard
68.63,5,Subscriber,5,Premium
54.61,10,Subscriber,0,Premium
106.95,7,Subscriber,2,Premium
86.38,1,Subscriber,0,Standard
127.56,8,Subscriber,4,Premium
41.49,9,One-Time,2,Standard
17.78,5,One-Time,1,Budget
50.02,10,Subscriber,2,Premium
44.78,2,Subscriber,4,Standard
70.35,8,One-Time,5,Premium
103.16,9,One-Time,5,Premium
111.27,1,Subscriber,4,Premium
80.79,3,One-Time,3,Standard
54.43,8,Subscriber,0,Premium
98.75,1,One-Time,3,Standard
106.76,6,One-Time,3,Premium
85.96,10,One-Time,2,Premium
43.3,7,Subscriber,4,Premium
49.2,7,Subscriber,0,Premium
17.53,6,One-Time,3,Standard
118.03,7,One-Time,4,Premium
102.9,11,Subscriber,3,Premium
44.92,5,One-Time,5,Standard
97.08,6,Subscriber,3,Premium
105.16,7,Subscriber,3,Premium
18.85,9,One-Time,3,Standard
35.68,10,One-Time,4,Premium
145.07,1,Subscriber,5,Premium
48.41,6,Subscriber,5,Standard
129.87,10,Subscriber,1,Premium
88.77,3,Subscriber,4,Premium
40.54,2,Subscriber,4,Standard
138.07,3,Subscriber,2,Premium
63.98,5,Subscriber,0,Premium
86.39,5,Subscriber,2,Premium
40.74,2,Subscriber,1,Standard
42.84,6,One-Time,1,Standard
137.61,10,Subscriber,2,Premium
121.03,10,Subscriber,3,Premium
20.06,11,One-Time,1,Standard
70.54,9,Subscriber,1,Premium
27.93,10,One-Time,5,Standard
18.53,9,One-Time,3,Standard
74.32,8,Subscriber,4,Premium
83.59,2,One-Time,1,Standard
105.85,2,One-Time,5,Premium
42.07,3,Subscriber,1,Standard
78.09,3,Subscriber,2,Standard
19.73,3,Subscriber,2,Standard
22.07,10,One-Time,1,Standard
61.93,9,Subscriber,3,Premium
50.5,2,Subscriber,1,Standard
144.92,1,One-Time,1,Standard
128.17,7,One-Time,4,Premium
46.34,6,One-Time,1,Standard
56.71,9,Subscriber,2,Premium
121.94,5,One-Time,0,Standard
67.27,11,One-Time,4,Premium
57.95,2,One-Time,2,Standard
19.21,6,Subscriber,4,Standard
76.8,3,One-Time,3,Standard
129.39,2,Subscriber,5,Premium
76.42,1,One-Time,0,Budget
95.27,5,One-Time,5,Premium
132.43,1,One-Time,1,Standard
27.31,6,Subscriber,3,Standard
121.08,9,Subscriber,2,Premium
96.49,5,Subscriber,2,Premium
50.29,11,One-Time,4,Premium
51.08,6,One-Time,5,Standard
95.4,10,Subscriber,1,Premium
71.62,4,One-Time,0,Standard
58.44,9,Subscriber,1,Premium
112.27,8,Subscriber,3,Premium
39.6,5,Subscriber,2,Standard
143.11,5,Subscriber,1,Premium
95.37,8,Subscriber,3,Premium
134.87,7,Subscriber,2,Premium
53.11,9,One-Time,4,Premium
80.03,5,Subscriber,1,Premium
99.36,4,Subscriber,1,Premium
36.76,7,One-Time,0,Standard
20.94,2,Subscriber,0,Budget
98.64,5,One-Time,1,Standard
32.39,6,One-Time,2,Standard
68.13,7,One-Time,1,Standard
85.91,11,One-Time,0,Premium
50.47,5,Subscriber,4,Premium
50.37,10,Subscriber,1,Premium
35.46,6,One-Time,4,Standard
23.49,5,Subscriber,5,Standard
30.59,7,One-Time,4,Standard
92.89,2,Subscriber,2,Premium
27.99,3,Subscriber,2,Standard
41.34,4,Subscriber,1,Standard
47.12,6,Subscriber,1,Standard
139.2,9,One-Time,4,Premium
25.21,8,Subscriber,4,Premium
106.9,6,Subscriber,1,Premium
36.64,6,One-Time,4,Standard
136.17,2,Subscriber,5,Premium
119.17,2,One-Time,3,Premium
98.23,2,One-Time,2,Standard
128.46,4,One-Time,5,Premium
69.43,3,Subscriber,0,Standard
108.02,11,Subscriber,5,Premium
119.36,11,One-Time,1,Premium
117.09,5,One-Time,2,Premium
139.43,8,Subscriber,5,Premium
90.2,9,One-Time,4,Premium
129.2,9,One-Time,1,Premium
106.98,8,Subscriber,5,Premium
129.04,1,Subscriber,3,Premium
106.35,4,One-Time,0,Standard
78.82,6,Subscriber,0,Standard
108.6,9,One-Time,1,Premium
134.4,1,Subscriber,2,Standard
15.92,3,One-Time,3,Standard
24.54,1,One-Time,4,Budget
127.92,8,One-Time,4,Premium
41.27,4,One-Time,5,Standard
59.5,5,One-Time,3,Premium
133.36,2,Subscriber,2,Premium
128.04,8,One-Time,2,Premium
76.17,9,Subscriber,1,Premium
69.45,8,One-Time,0,Standard
17.6,11,One-Time,0,Standard
97.37,2,Subscriber,2,Premium
91.18,6,Subscriber,3,Premium
145.68,1,Subscriber,5,Premium
31.71,2,Subscriber,3,Standard
71.12,3,One-Time,1,Standard
108.05,10,One-Time,4,Premium
137.89,3,One-Time,0,Standard
112.91,3,Subscriber,2,Premium
141.85,9,Subscriber,2,Premium
62.72,2,One-Time,5,Standard
138.83,6,Subscriber,3,Premium
60.64,6,Subscriber,5,Premium
114.11,9,Subscriber,3,Premium
111.66,3,Subscriber,4,Premium
131.51,11,One-Time,5,Premium
101.49,10,Subscriber,2,Premium
84.2,2,One-Time,1,Standard
71.02,11,Subscriber,1,Premium
45.2,1,Subscriber,1,Standard
31.47,7,One-Time,2,Standard
36.52,9,One-Time,2,Standard
141.2,6,Subscriber,4,Premium
81.1,4,One-Time,3,Premium
93.81,11,Subscriber,3,Premium
114.7,10,Subscriber,5,Premium
128.08,8,One-Time,0,Premium
21.87,1,One-Time,2,Budget
109.89,3,Subscriber,2,Standard
136.6,8,One-Time,5,Premium
137.95,3,One-Time,3,Standard
34,7,Subscriber,5,Premium
58.11,8,One-Time,1,Premium
45.66,10,Subscriber,1,Standard
71.22,7,Subscriber,2,Premium
62.19,7,One-Time,3,Premium
21.96,3,Subscriber,3,Standard
91.59,1,Subscriber,5,Premium
77.86,11,One-Time,1,Premium
23.54,3,Subscriber,2,Standard
23.85,6,Subscriber,4,Standard
57.74,11,Subscriber,3,Premium
91.37,11,One-Time,1,Premium
22.27,5,Subscriber,5,Standard
42.49,9,Subscriber,4,Premium
80.23,9,Subscriber,4,Premium
28.32,5,Subscriber,4,Standard
86.37,10,One-Time,4,Premium
94.97,10,Subscriber,5,Premium
79.58,4,Subscriber,5,Premium
103.51,10,Subscriber,0,Premium
53.1,3,One-Time,5,Standard
83.71,10,Subscriber,4,Premium
38.27,10,One-Time,4,Standard
39.79,10,One-Time,5,Premium
64.77,5,Subscriber,4,Premium
32.9,4,Subscriber,5,Standard
47.32,2,Subscriber,0,Standard
57.87,3,One-Time,1,Standard
114.15,5,One-Time,0,Standard
98.66,6,One-Time,1,Standard
116.29,2,Subscriber,1,Premium
135.96,10,One-Time,4,Premium
40.97,8,Subscriber,2,Premium
19.23,10,One-Time,2,Standard
148.51,5,Subscriber,2,Premium
15.28,9,Subscriber,0,Standard
103.91,7,One-Time,2,Premium
29.15,10,One-Time,4,Standard
81.22,4,One-Time,5,Premium
21.19,10,Subscriber,3,Premium
121.59,8,Subscriber,5,Premium
63.61,7,One-Time,1,Standard
36.74,6,One-Time,0,Standard
101.69,9,Subscriber,5,Premium
40.83,2,Subscriber,0,Standard
101.93,7,One-Time,1,Premium
29.24,7,One-Time,2,Standard
15.33,3,Subscriber,5,Standard
78.38,1,Subscriber,3,Standard
142.63,7,One-Time,1,Premium
52.82,10,Subscriber,0,Premium
104.79,7,Subscriber,5,Premium
117.86,1,One-Time,1,Standard
93.96,9,Subscriber,1,Premium
72.09,8,Subscriber,5,Premium
38.04,8,One-Time,4,Premium
20.94,10,Subscriber,3,Premium
44.47,5,One-Time,5,Standard
66.88,11,Subscriber,0,Premium
71.27,5,Subscriber,1,Premium
37.52,3,Subscriber,3,Standard
92.64,9,Subscriber,0,Premium
145.45,1,Subscriber,0,Standard
133.43,9,Subscriber,3,Premium
39.07,1,Subscriber,0,Budget
81.39,7,Subscriber,2,Premium
118.21,7,Subscriber,0,Premium
119.59,5,One-Time,2,Standard
72.96,1,One-Time,3,Standard
55.65,5,Subscriber,0,Standard
106.89,4,One-Time,2,Standard
31.3,10,Subscriber,2,Premium
144.87,8,One-Time,2,Premium
70.32,10,Subscriber,1,Premium
80.11,1,One-Time,2,Standard
27.8,4,One-Time,4,Standard
20.16,6,One-Time,5,Standard
69.4,11,One-Time,4,Premium
139.23,11,Subscriber,3,Premium
113.86,3,Subscriber,0,Premium
71.81,2,One-Time,0,Budget
101.78,8,Subscriber,5,Premium
121,1,One-Time,2,Standard
71.71,9,One-Time,3,Premium
72.91,1,One-Time,3,Standard
88.33,8,Subscriber,1,Premium
132.33,1,One-Time,5,Standard
136.28,8,One-Time,5,Premium
113.29,10,One-Time,1,Premium
135.54,4,One-Time,5,Premium
147.59,4,One-Time,5,Premium
64.21,6,Subscriber,5,Premium
143.09,7,One-Time,0,Premium
114.04,3,One-Time,5,Premium
110.84,10,One-Time,1,Premium
95.88,1,Subscriber,4,Premium
48.67,9,Subscriber,2,Premium
87.85,4,One-Time,3,Premium
65.96,6,One-Time,2,Standard
28.81,11,One-Time,4,Standard
105.25,8,Subscriber,1,Premium
31.24,5,One-Time,2,Standard
52.37,3,One-Time,3,Standard
42.88,6,Subscriber,1,Standard
76.31,4,Subscriber,4,Premium
49.1,10,Subscriber,5,Premium
106.09,3,Subscriber,3,Premium
96.57,8,One-Time,2,Premium
37.44,9,One-Time,4,Premium
35.84,10,Subscriber,1,Standard
91.93,6,One-Time,5,Premium
66.79,7,Subscriber,4,Premium
49.32,10,One-Time,0,Standard
27.67,9,One-Time,0,Standard
91.37,7,One-Time,3,Premium
110.4,9,Subscriber,4,Premium
61.5,6,Subscriber,4,Premium
37.95,6,One-Time,5,Standard
149.42,3,Subscriber,3,Premium
53.76,2,Subscriber,4,Premium
70.75,11,Subscriber,3,Premium
144.44,6,Subscriber,0,Premium
96.98,5,One-Time,3,Premium
118.21,7,One-Time,2,Premium
90.69,2,Subscriber,4,Premium
62.7,6,Subscriber,0,Standard
92.5,5,Subscriber,5,Premium
72.21,2,One-Time,1,Standard
102.58,5,One-Time,5,Premium
95.65,7,One-Time,1,Premium
105.37,4,Subscriber,4,Premium
55.8,9,One-Time,5,Premium
82.93,2,One-Time,3,Standard
47.21,10,One-Time,4,Standard
100.95,11,One-Time,3,Premium
30.03,6,Subscriber,1,Standard
122.57,9,Subscriber,2,Premium
49.52,4,One-Time,4,Standard
98.19,7,One-Time,0,Premium
78.67,6,Subscriber,2,Standard
108.71,10,One-Time,0,Standard
110.17,9,One-Time,2,Premium
118.94,7,Subscriber,5,Premium
108.01,1,Subscriber,4,Premium
141.55,3,One-Time,0,Standard
25.4,4,One-Time,1,Standard
97.98,6,One-Time,4,Premium
140.57,10,One-Time,2,Premium
82.75,9,Subscriber,3,Premium
18.84,2,One-Time,3,Standard
76.03,1,Subscriber,2,Standard
84.02,10,One-Time,4,Premium
71,3,Subscriber,3,Premium
52.23,10,One-Time,3,Premium
128.51,1,Subscriber,3,Premium
37.26,11,Subscriber,2,Standard
137.29,7,One-Time,3,Premium
97.28,2,Subscriber,2,Premium
19.48,1,Subscriber,2,Budget
50.14,6,One-Time,0,Standard
38.46,7,Subscriber,1,Premium
73.34,11,One-Time,4,Premium
91.48,6,Subscriber,2,Premium
129.96,5,One-Time,1,Premium
31.47,6,Subscriber,4,Standard
125.67,9,One-Time,5,Premium
106.93,5,Subscriber,5,Premium
58,5,One-Time,5,Premium
105.21,5,One-Time,0,Standard
85.27,7,One-Time,2,Premium
133.72,10,Subscriber,0,Premium
111.75,5,Subscriber,4,Premium
104.97,4,One-Time,1,Standard
41.77,3,One-Time,0,Budget
69.69,8,One-Time,2,Standard
116,9,Subscriber,3,Premium
49.27,10,Subscriber,5,Premium
130.36,1,Subscriber,3,Premium
143.02,2,One-Time,5,Standard
58.16,5,Subscriber,3,Premium
59.07,11,One-Time,4,Premium
39.07,1,One-Time,5,Standard
146.06,3,One-Time,4,Premium
122.17,2,One-Time,4,Premium
30.3,1,Subscriber,3,Standard
54.42,9,One-Time,0,Standard
57.7,4,One-Time,2,Standard
50.34,2,Subscriber,3,Premium
126.17,2,Subscriber,5,Premium
109.68,4,Subscriber,1,Premium
34.37,6,One-Time,4,Standard
54.92,11,Subscriber,5,Premium
70.78,2,One-Time,5,Standard
101.26,7,Subscriber,1,Premium
104.54,8,Subscriber,2,Premium
143.91,9,Subscriber,0,Premium
148.41,8,One-Time,3,Premium
131.05,8,One-Time,3,Premium
59.72,1,One-Time,1,Standard
106.03,4,Subscriber,3,Premium
25.23,11,One-Time,4,Standard
75.91,11,Subscriber,5,Premium
84.59,9,One-Time,4,Premium
117.22,6,Subscriber,1,Premium
141,9,One-Time,5,Premium
98.36,2,Subscriber,3,Premium
100.86,6,One-Time,1,Standard
19.26,9,One-Time,4,Standard
133.44,6,Subscriber,3,Premium
92.02,2,One-Time,0,Standard
40.45,1,Subscriber,0,Standard
56.46,2,One-Time,4,Standard
60.64,10,One-Time,3,Premium
149.35,2,One-Time,4,Standard
146.47,7,Subscriber,5,Premium
68.66,9,Subscriber,0,Premium
85.48,4,Subscriber,2,Premium
88.69,6,Subscriber,1,Premium
137.53,10,Subscriber,3,Premium
20.74,10,Subscriber,0,Standard
68,5,One-Time,5,Standard
93.43,8,Subscriber,3,Premium
88.57,9,One-Time,0,Premium
147.56,10,Subscriber,3,Premium
85.67,9,Subscriber,0,Premium
31.38,5,One-Time,5,Standard
81.55,5,Subscriber,2,Premium
32.08,5,Subscriber,1,Standard
134.65,4,One-Time,4,Premium
27.89,1,Subscriber,5,Standard
43.86,8,One-Time,2,Standard
103.43,11,One-Time,4,Premium
37.7,10,Subscriber,0,Standard
39.11,8,Subscriber,0,Standard
91.56,9,Subscriber,0,Premium
44.26,10,One-Time,5,Standard
19.98,5,One-Time,5,Standard
128.72,6,One-Time,0,Standard
32.66,7,Subscriber,0,Standard
22.38,1,One-Time,4,Budget
73.26,8,Subscriber,2,Premium
69.57,7,One-Time,2,Standard
120.74,4,One-Time,3,Premium
122.76,11,Subscriber,4,Premium
102.54,10,Subscriber,3,Premium
146.95,6,One-Time,4,Premium
39.48,1,One-Time,5,Standard
61.16,4,One-Time,2,Standard
49.46,9,Subscriber,0,Standard
121.39,8,One-Time,0,Premium
31.37,8,Subscriber,2,Standard
91.09,5,One-Time,5,Premium
132.89,8,One-Time,3,Premium
113.19,5,One-Time,5,Premium
76.82,5,One-Time,4,Premium
131.8,6,Subscriber,4,Premium
48.9,10,One-Time,1,Standard
86.72,11,Subscriber,3,Premium
138.95,10,One-Time,5,Premium
96.94,10,One-Time,1,Premium
70.56,10,One-Time,2,Standard
109.91,8,Subscriber,3,Premium
23.74,3,One-Time,2,Budget
19.23,9,One-Time,4,Standard
116.08,10,Subscriber,4,Premium
98.45,10,One-Time,4,Premium
20.59,8,One-Time,5,Standard
69.35,1,Subscriber,1,Standard
125.89,9,One-Time,1,Premium
108.27,2,Subscriber,4,Premium
123.26,2,Subscriber,5,Premium
86.84,7,Subscriber,3,Premium
127.42,9,Subscriber,0,Premium
66.07,3,One-Time,0,Standard
16.16,5,Subscriber,4,Standard
17.14,10,Subscriber,3,Standard
75.75,8,Subscriber,4,Premium
135.62,8,Subscriber,3,Premium
119.42,11,One-Time,4,Premium
24.43,4,One-Time,4,Standard
75.49,4,Subscriber,5,Premium
73.22,8,Subscriber,2,Premium
101.85,7,Subscriber,3,Premium
38.06,7,One-Time,3,Standard
109.08,2,Subscriber,2,Standard
27.27,7,One-Time,3,Standard
113.66,1,Subscriber,5,Premium
28.24,7,Subscriber,4,Standard
39.8,5,One-Time,2,Budget
37.64,5,Subscriber,4,Standard
83.44,7,Subscriber,1,Premium
56.66,2,One-Time,5,Standard
130.43,1,One-Time,5,Standard
95.21,4,One-Time,5,Premium
95.17,4,One-Time,2,Standard
50.02,5,One-Time,2,Standard
103.44,4,One-Time,3,Premium
28.26,9,Subscriber,5,Premium
140.74,11,Subscriber,5,Premium
28.77,9,One-Time,5,Standard
124.36,10,Subscriber,5,Premium
38.32,9,One-Time,5,Premium
136.63,5,Subscriber,0,Premium
84.02,4,Subscriber,5,Premium
121.29,4,One-Time,3,Premium
104.45,1,One-Time,1,Standard
84.9,7,One-Time,5,Premium
121.79,1,One-Time,0,Standard
57.71,1,Subscriber,0,Standard
86.25,8,Subscriber,3,Premium
125.17,7,One-Time,3,Premium
76.12,3,One-Time,0,Standard
34.33,10,One-Time,3,Standard
54.66,7,Subscriber,5,Premium
78.16,5,Subscriber,1,Standard
115.94,3,One-Time,1,Standard
147.08,9,Subscriber,2,Premium
145.51,9,Subscriber,1,Premium
96.57,4,One-Time,1,Standard
80.67,6,Subscriber,5,Premium
142.29,5,Subscriber,1,Premium
65.39,5,One-Time,3,Premium
40.84,8,Subscriber,3,Premium
63.99,6,Subscriber,1,Standard
80.95,4,Subscriber,2,Premium
30.37,7,One-Time,3,Standard
51.14,10,One-Time,0,Standard
94.52,6,Subscriber,0,Premium
89.22,3,One-Time,2,Standard
144.16,10,Subscriber,2,Premium
144.25,5,Subscriber,3,Premium
97.61,5,One-Time,2,Standard
118.84,7,One-Time,5,Premium
64.08,1,Subscriber,0,Standard
127.67,5,One-Time,1,Standard
48.34,7,One-Time,5,Premium
49.93,4,Subscriber,2,Standard
135.93,7,Subscriber,2,Premium
42.25,8,One-Time,5,Standard
149.47,4,One-Time,4,Premium
143.17,5,Subscriber,1,Premium
